from_chunk,to_chunk,similarity,relation,shared_programs,from_cluster,to_cluster,from_title,to_title
343-182,782-12,0.928,other_document,MPSP2,119,-1,"Planejamento (MPSP2) — PROGRAMA PLANEJAMENTO-MPSP2: NO CÁLCULO DO PLANEJAMENTO, NÃO ESTÁ CONSIDERANDO O TEMPO…","Valores possíveis (PREC7) — PLANEJAMENTO - NO PLANEJAMENTO (MPSP2), PASSAR A CALCULAR O TEMPO DE SETUP POR TAMANHO NA…"
343-182,343-150,0.926,same_document,MPSP2,119,119,"Planejamento (MPSP2) — PROGRAMA PLANEJAMENTO-MPSP2: NO CÁLCULO DO PLANEJAMENTO, NÃO ESTÁ CONSIDERANDO O TEMPO…",Planejamento (MPSP2) — PROGRAMA PLANEJAMENTO ¿ MPSP2: EFETUAR UMA ALTERAÇÃO NA CONDIÇÃO DA LISTA DE VALORES DO…
343-183,170-120,0.910,other_document,,119,119,Planejamento (MPSP2) — PROGRAMA PLANEJAMENTO-MPSP2: TRATAR MENSAGEM QUE ESTÁ SENDO GERADA AO ABRIR O PROGRAMA E…,Plano de Produção (MPSP5) — PLANO DE PRODUÇÃO - MPSP5 - VERIFICAR O MOTIVO DE NÃO ESTAR GERANDO O PLANO DE PRODUÇÃO…
343-183,170-102,0.907,other_document,,119,78,Planejamento (MPSP2) — PROGRAMA PLANEJAMENTO-MPSP2: TRATAR MENSAGEM QUE ESTÁ SENDO GERADA AO ABRIR O PROGRAMA E…,Plano de Produção (MPSP5) — CRIAR PROGRAMA MPSP QUE GERE UM PLANO DE PRODUÇÃO INDIVIDUAL PARA CADA OPÇÃO DE…
343-183,170-167,0.907,other_document,,119,119,Planejamento (MPSP2) — PROGRAMA PLANEJAMENTO-MPSP2: TRATAR MENSAGEM QUE ESTÁ SENDO GERADA AO ABRIR O PROGRAMA E…,Plano de Produção (MPSP5) — PLANO DE PRODUÇÃO (MPSP5) - REALIZAR MODIFICAÇÕES PARA POSSIBILITAR CRIAR PLANOS DE…
343-183,509-11,0.907,other_document,,119,119,Planejamento (MPSP2) — PROGRAMA PLANEJAMENTO-MPSP2: TRATAR MENSAGEM QUE ESTÁ SENDO GERADA AO ABRIR O PROGRAMA E…,"Planejamento Necessidade Materiais (MPSP73) — produção planejamento frigorífico, refere-se ao primeiro, produto ter configurado"
343-183,343-145,0.906,same_document,MPSP2,119,119,Planejamento (MPSP2) — PROGRAMA PLANEJAMENTO-MPSP2: TRATAR MENSAGEM QUE ESTÁ SENDO GERADA AO ABRIR O PROGRAMA E…,Planejamento (MPSP2) — PLANEJAMENTO - MPSP2 - VERIFICAR E CORRIGIR O MOTIVO DE NÃO DEIXAR ATUALIZAR O…
343-184,693-3,0.896,other_document,MPSP2,51,97,"Planejamento (MPSP2) — vps docs diagnostico, possível desenvolvimento, backward","Relatório Plano de Necessidades de Formas (COMP26) — Pedido 34048 Boa tarde,"
343-184,788-4,0.890,other_document,,51,-1,"Planejamento (MPSP2) — vps docs diagnostico, possível desenvolvimento, backward","Alteração Categoria Entrega (PEDI40) — informei a localização, venda sob encomenda, tipo de entrega"
343-184,452-15,0.889,other_document,,51,51,"Planejamento (MPSP2) — vps docs diagnostico, possível desenvolvimento, backward","MPSP30 — mostra a data, ocorreu, parece"
343-184,343-132,0.889,same_document,MPSP2,51,51,"Planejamento (MPSP2) — vps docs diagnostico, possível desenvolvimento, backward",Planejamento (MPSP2) — Aberto pedido 44382 para avaliar a questão do Planejamento que falamos pela manhã Oi…
343-184,606-12,0.887,other_document,,51,-1,"Planejamento (MPSP2) — vps docs diagnostico, possível desenvolvimento, backward","Coletores (ADMI84) — recurso base planejamento, acho que traz, efetuei apontamento"
343-185,174-14,0.920,other_document,,51,51,Planejamento (MPSP2) — Kunden,"Por favor me ajuda a pensar uma alternativa para a rotina de...Inventariado, Controle…"
343-185,698-10,0.918,other_document,,51,51,Planejamento (MPSP2) — Kunden,Envio de email - Kunden
343-185,156-3,0.917,other_document,,51,51,Planejamento (MPSP2) — Kunden,Apontamento de Requisição (ESTO131) — KUNDEN DESCARGA DE REQUISICION Oi
343-185,911-16,0.917,other_document,,51,51,Planejamento (MPSP2) — Kunden,KUNDEN DESCARGA DE REQUISICION Oi
343-185,838-5,0.913,other_document,,51,-1,Planejamento (MPSP2) — Kunden,"sobre a questão do Manutenção Preventiva, para usar no Krumenauer (tela abaixo)"
343-186,343-193,0.923,same_document,MPSP2,119,119,Planejamento (MPSP2) — Não carregando o recurso de acordo o programa PREC8 ao recorta e colar em recurso base…,Planejamento (MPSP2) — Programa “Lançamento de Aplicação de Recurso-PREC23”: Planejamento interpreta aplicação…
343-186,343-141,0.921,same_document,MPSP2,119,119,Planejamento (MPSP2) — Não carregando o recurso de acordo o programa PREC8 ao recorta e colar em recurso base…,Planejamento (MPSP2) — PLANEJAMENTO - AO RECORTAR UM PLANO NÃO ESTÃO ASSUMINDO OS RECURSOS DE DESTINO DO RECURSO…
343-186,343-175,0.919,same_document,MPSP2 PREC8,119,119,Planejamento (MPSP2) — Não carregando o recurso de acordo o programa PREC8 ao recorta e colar em recurso base…,"Planejamento (MPSP2) — PLANEJAMENTO - TRATA MENSAGEM DE FALTA DE CONFIGURAÇÃO DO RECURSO BASE PLANEJAMENTO, AO"
343-186,343-171,0.914,same_document,MPSP2 PREC8,119,119,Planejamento (MPSP2) — Não carregando o recurso de acordo o programa PREC8 ao recorta e colar em recurso base…,"Planejamento (MPSP2) — PLANEJAMENTO - TRATA MENSAGEM DE FALTA DE CONFIGURAÇÃO DO RECURSO BASE PLANEJAMENTO, AO"
343-186,771-5,0.908,other_document,,119,-1,Planejamento (MPSP2) — Não carregando o recurso de acordo o programa PREC8 ao recorta e colar em recurso base…,Meta/Eficiência Prevista por Recurso (PREC33) — PREC33 - PROGRAMA PREC33 ESTÁ APRESENTANDO ERRO AO CONSULTAR RECURSO 296
343-187,624-19,0.952,other_document,,119,119,Planejamento (MPSP2) — Aplicação Painel de Produção WEB: Incluir algumas novas funcionalidades; Programas…,"previstos do planejamento, atualizar os dados, produção com atributo"
343-187,343-108,0.925,same_document,MPSP2,119,119,Planejamento (MPSP2) — Aplicação Painel de Produção WEB: Incluir algumas novas funcionalidades; Programas…,"Planejamento (MPSP2) — tipo de planejamento, usuário ganhe tempo, turnos dos recursos"
343-187,343-166,0.923,same_document,MPSP2,119,119,Planejamento (MPSP2) — Aplicação Painel de Produção WEB: Incluir algumas novas funcionalidades; Programas…,Planejamento (MPSP2) — Planejamento- MPSP2: Passar a considerar as configurações/cadastro do programa…
343-187,343-145,0.922,same_document,MPSP2,119,119,Planejamento (MPSP2) — Aplicação Painel de Produção WEB: Incluir algumas novas funcionalidades; Programas…,Planejamento (MPSP2) — PLANEJAMENTO - MPSP2 - VERIFICAR E CORRIGIR O MOTIVO DE NÃO DEIXAR ATUALIZAR O…
343-187,722-3,0.917,other_document,,119,-1,Planejamento (MPSP2) — Aplicação Painel de Produção WEB: Incluir algumas novas funcionalidades; Programas…,AGENDADOR DE TAREFAS: CRIAR UMA TAREFA PARA ATUALIZAR OS PLANOS DE PRODUÇÃO (ATUALIZAR…
343-188,439-9,0.933,other_document,,119,119,"Planejamento (MPSP2) — colunas de datas, exibição das informações, plano mestre",MPSP74 + MPSP75 — RELATÓRIO PLANO MESTRE DE PRODUÇÃO POR PLANO/PRODUTO: REVISAR A PERFORMANCE/TEMPO DE…
343-188,170-111,0.928,other_document,,119,119,"Planejamento (MPSP2) — colunas de datas, exibição das informações, plano mestre",Plano de Produção (MPSP5) — PLANO DE PRODUÇÃO - AJUSTAR ROTINA PARA GERAR OS PLANOS AUTOMÁTICOS CORRETAMENTE CONFORME…
343-188,439-11,0.925,other_document,,119,119,"Planejamento (MPSP2) — colunas de datas, exibição das informações, plano mestre",MPSP74 + MPSP75 — RELATÓRIO PLANO MESTRE DE PRODUÇÃO POR PLANO/PRODUTO - AJUSTAR PARA MOSTRAR OS PRODUTOS NO
343-188,433-3,0.922,other_document,,119,119,"Planejamento (MPSP2) — colunas de datas, exibição das informações, plano mestre","Relatório Plano Mestre de Produção (CEXC83) — mestre de produção, relatório quando utilizado, condição deverá ordenar"
343-188,343-158,0.921,same_document,MPSP2,119,119,"Planejamento (MPSP2) — colunas de datas, exibição das informações, plano mestre","Planejamento (MPSP2) — mestre de produção, rotina do planejamento, deveria somar"
343-189,80-17,0.941,other_document,,41,41,Planejamento (MPSP2) — Situação envolvendo Planejamento de Processos Dependentes,Estruturação de Produto (EPRO15) — Sobre substituição/alteração de processos vinculados aos produtos na engenharia
343-189,343-26,0.938,same_document,MPSP2,41,41,Planejamento (MPSP2) — Situação envolvendo Planejamento de Processos Dependentes,"Planejamento (MPSP2) — apontada a produção, datas de planejamento, previsto"
343-189,563-5,0.936,other_document,,41,41,Planejamento (MPSP2) — Situação envolvendo Planejamento de Processos Dependentes,Importação Pedidos de Venda (PEDI14) — Situações ocorridas na utilização do programa na Piagui
343-189,839-2,0.932,other_document,,41,41,Planejamento (MPSP2) — Situação envolvendo Planejamento de Processos Dependentes,Sobre programa para efetuar o registro das Ordens de Serviço
343-189,80-54,0.932,other_document,,41,41,Planejamento (MPSP2) — Situação envolvendo Planejamento de Processos Dependentes,"Estruturação de Produto (EPRO15) — processos na estruturação, alterar via script, houver necessidade"
343-190,343-164,0.940,same_document,CFAB2 MPSP2,118,118,Planejamento (MPSP2) — MPSP2 - VERIFICAR ROTINA NÃO ESTAR RESPEITANDO O PERIODO DO CICLO DE PRODUÇÃO NO…,"Planejamento (MPSP2) — data de necessidade, multiplicado pela quantidade, divide pelo número"
343-190,343-165,0.937,same_document,MPSP2,118,118,Planejamento (MPSP2) — MPSP2 - VERIFICAR ROTINA NÃO ESTAR RESPEITANDO O PERIODO DO CICLO DE PRODUÇÃO NO…,"Planejamento (MPSP2) — turnos produtivos, mestre de produção, volta dias úteis"
343-190,343-177,0.921,same_document,MPSP2,118,119,Planejamento (MPSP2) — MPSP2 - VERIFICAR ROTINA NÃO ESTAR RESPEITANDO O PERIODO DO CICLO DE PRODUÇÃO NO…,Planejamento (MPSP2) — PROGRAMA PLANEJAMENTO MPSP2: CRIAR ROTINA PARA EFETUAR UMA VERIFICAÇÃO DA EXISTÊNCIA DE
343-190,343-192,0.916,same_document,MPSP2,118,118,Planejamento (MPSP2) — MPSP2 - VERIFICAR ROTINA NÃO ESTAR RESPEITANDO O PERIODO DO CICLO DE PRODUÇÃO NO…,Planejamento (MPSP2) — Implementar uma regra visual na tela de Planejamento de Injetoras para facilitar a…
343-190,343-181,0.916,same_document,MPSP2,118,118,Planejamento (MPSP2) — MPSP2 - VERIFICAR ROTINA NÃO ESTAR RESPEITANDO O PERIODO DO CICLO DE PRODUÇÃO NO…,"Planejamento (MPSP2) — atualização do planejamento, colisão, atualmente de criar"
343-191,343-165,0.955,same_document,MPSP2,118,118,"Planejamento (MPSP2) — turnos produtivos, úteis de produção, sistema está funcionando","Planejamento (MPSP2) — turnos produtivos, mestre de produção, volta dias úteis"
343-191,343-164,0.929,same_document,MPSP2,118,118,"Planejamento (MPSP2) — turnos produtivos, úteis de produção, sistema está funcionando","Planejamento (MPSP2) — data de necessidade, multiplicado pela quantidade, divide pelo número"
343-191,343-180,0.917,same_document,MPSP2,118,118,"Planejamento (MPSP2) — turnos produtivos, úteis de produção, sistema está funcionando","Planejamento (MPSP2) — passar a hora, minutos alocados, término"
