program;description;menu name;type;auto description (for reference)
MIND22;;Controle - Ordens de Serviço;Programa;MIND22 – Controle - Ordens de Serviço. Tipo: Programa. Documentos: Ordens de Serviço – MIND22.
CEXC109;;Gerenciador de Serviços;Programa;"CEXC109 – Gerenciador de Serviços. Tipo: Programa. Variações no menu: Gerenciador de Serviços - OLD; Gerenciador de Serviços - Robert."
CFAB10;;Estorno Apontamento de Ordem de Fabricação;Programa;"CFAB10 – Estorno Apontamento de Ordem de Fabricação. Tipo: Programa. Variações no menu: Estorno Apontamento de Talão; Estorno Apontamento de Ordem de Fabricação - MANUAL - PLANO PROD; Estorno Apontamento de Ordem de Fabricação- 79; Estorno Apontamento de Ordem de Fabricação - Atualiza Interface AX. Termos frequentes: exclusão apontamento. Documentos: Exclusão Apontamento de Ordem de Fabricação – CFAB10."
CPRO3;;Eventos;Programa;"CPRO3 – Eventos. Tipo: Programa. Variações no menu: Eventos - Multiplos Indicadores. Termos frequentes: vincular o indicador, tipos de problema, sistema mesmo enumera, respectivo evento sempre, qualidade vendas produção, condenas. Documentos: Rotina CPRO3,CPRO22,CPRO23,CPRO27,CPRO24,CPRO4,RECE50, Condenas, Laudos, Gera Contra Nota; Devolução de Venda - FATU6 e FATU104; Eventos – CPRO3."
COMP75;;Plano de Necessidades de Compras;Programa;"COMP75 – Plano de Necessidades de Compras. Tipo: Programa. Variações no menu: Plano de Necessidades de Compras - 60460; Plano de Necessidades de Compras - GERA_ESTAB_PEDIDO = S; Plano de Necessidades de Compras - Normal; Plano de Necessidades de Compras - Marcio_Duramas. Termos frequentes: lote mínimo compra, mrp de compras, verificar e ajustar, compra agrupado. Documentos: Plano de Necessidades de Compras Agrupado – COMP75."
ESTO13;;Relatório Posição Estoque;Programa;"ESTO13 – Relatório Posição Estoque. Tipo: Programa. Variações no menu: Relatório Posição Estoque - 64 Bits; Relatório Posição Estoque - HK. Termos frequentes: posição de estoque, posição do estoque. Documentos: Relatório Posição Estoque - ESTO13."
MIND2;;Máquinas/Acessórios;Programa;MIND2 – Máquinas/Acessórios. Tipo: Programa. Termos frequentes: categoria de bens, origem a patrimonial, incluir o cod. Documentos: Maquinas e Acessórios – MIND2.
PREC8;;Configuração Recurso Base Planejamento;Programa;PREC8 – Configuração Recurso Base Planejamento. Tipo: Programa. Documentos: Configuração Recurso Base Planejamento - PREC8.
ESTO2;;Implantação de Saldo;Programa;"ESTO2 – Implantação de Saldo. Tipo: Programa. Variações no menu: Implantação de Saldo - ICO; Implantação de Saldo - MARTIN; Implantação de Ssldo - IJP = ESTAB 1, Loc 1, Oper 20-Implantação (Controla Depos.) 2/4; Implantação de Ssldo - IJP = ESTAB 1, Loc 89, Oper 10-Implantação Normal. Termos frequentes: centro de custo. Documentos: Implantação de Saldo – ESTO2."
FATU12;;Transferências;Programa;"FATU12 – Transferências. Tipo: Programa. Variações no menu: Transferências p/ F1; Transferências ESTAB 1 LOC 9955; Transferências - Shoe Trade - MATRIZ; Transferências - Shoe Trade - TIENDA AREQUIPA. Termos frequentes: notas fiscais transferências, notas fiscais transferência, lançar o recebimento, suprimentos recebimento. Documentos: Transferencia (Recebimento) - FATU12."
ADMI51;;Cotações de Moeda;Programa;ADMI51 – Cotações de Moeda. Tipo: Programa. Termos frequentes: moeda web alteração, gravar no sistema, cadastro de moedas, modificar nome, swift, iso. Documentos: Cotações de Moeda - ADMI51.
ESTO23;;Transferência entre Localização - Estab;Programa;"ESTO23 – Transferência entre Localização - Estab. Tipo: Programa. Variações no menu: Transferência entre Localização - Estab 3; Transferência entre Localização; Transferência entre Localizações - 115; Transferência entre Localização - Estab 115 DISPONIVEL. Termos frequentes: transferencia de rotulo, problemas de negativos. Documentos: Transferência entre Localização - ESTO23; Devolução de Venda - FATU6 e FATU104."
ESTO19;;Registro Controle Produção e Estoque;Programa;ESTO19 – Registro Controle Produção e Estoque. Tipo: Programa. Variações no menu: Registro Controle Produção e Estoque - TECNOCALZA. Termos frequentes: seleção especial, utilizar o separador, filtro de multi, segmentado do produto, ponto e vírgula. Documentos: Registro Controle Produção e Estoque – ESTO19.
EPRO59;;Estruturação de Produtos - Abastecimento;Programa;EPRO59 – Estruturação de Produtos - Abastecimento. Tipo: Programa.
VEND78;;Relatório Posição de Pedidos;Programa;VEND78 – Relatório Posição de Pedidos. Tipo: Programa. Variações no menu: Relatório Posição de Pedidos - Produto. Termos frequentes: distribuição pedidos relatórios, uteis para sunset, datas das fabricas, consegui achar, ocorrida na aks, análise de crédito. Documentos: Relatório Posição de Pedidos - VEND78.
EPRO34;;Relatório Ficha Técnica;Programa;"EPRO34 – Relatório Ficha Técnica. Tipo: Programa. Variações no menu: Relatório Estrutura de Produto; Relatório Ficha Técnica - Piagui; Relatório Estrutura de Produto - 64B; 5 Relatório Estrutura de Produto - (AW). Termos frequentes: técnica curtume epro, relatório estrutura, imprimir materiais especificados, substrato, relatório estruturação, produto relatórios. Documentos: Relatório Estrutura de Produto – EPRO34; Relatório Ficha Técnica Curtume – EPRO34-EPRO35_CURTUME..."
VEND14;;Planejamento de Vendas;Programa;"VEND14 – Planejamento de Vendas. Tipo: Programa. Variações no menu: Planejamento de Vendas (Recurso); Planejamento de Vendas (Produto). Termos frequentes: controle cotas planej, qtd efetiva, lote produção estoque. Documentos: Planejamento de Vendas - VEND14."
TERC3;;Posição Remessa/Retorno;Programa;"TERC3 – Posição Remessa/Retorno. Tipo: Programa. Variações no menu: Posição Remessa/Retorno - CADEIN; Posição Remessa/Retorno - Imagem CADEIN. Termos frequentes: saldo em ateliers, voce ver, pre-fabricado. Documentos: Relatório Posição Remessa_Retorno - TERC3."
ESTO67;;Lançamento Produto Inventariado - CRI - Com Controle de Lote;Programa;"ESTO67 – Lançamento Produto Inventariado - CRI - Com Controle de Lote. Tipo: Programa. Variações no menu: Lançamento Produto Inventariado - CRI; Lançamento Produto Inventariado - CRI - Não exige lote (quando há controle lote); Lançamento Produtos Inventário - CRI - c/Botão Confirmar; Lançamento Produtos Inventário - CRI - Não Exige Lote - c/Botão Confirmar. Termos frequentes: produtos inventário cri, utilizado na época, produto por inventariar, referente estos productos, podrías definir. Documentos: Lançamento Produtos Inventário - CRI - ESTO67."
ESTO30;;Relatório Análise Consumo Previsto x Realizado;Programa;"ESTO30 – Relatório Análise Consumo Previsto x Realizado. Tipo: Programa. Variações no menu: Relatório Análise Consumo Previsto x Realizado - 64 bits; Relatório Análise Consumo Previsto x Realizado - OKS. Termos frequentes: necessidade de materiais, relatório analise consumo, quantidade prevista, solicitante, análise de consumo, definido no plano. Documentos: Relatório Analise Consumo Previsto X Realizado - ESTO30."
MPSP74;;Relatório Plano Mestre de Produção por Plano e Produto (Baenamora, Processos;Programa;"MPSP74 – Relatório Plano Mestre de Produção por Plano e Produto (Baenamora, Processos. Tipo: Programa. Variações no menu: Relatório Plano Mestre de Produção por Plano, Produto e Cliente; Relatório Plano Mestre de Produção por Plano e Produto; Relatório Plano Mestre de Produção por Plano e Produto (Baenamora, Processos até Corte); Relatório Plano Mestre de Produção por Plano e Produto (Baenamora, Processos Guarnición a Montaje). Termos frequentes: saldo saldo saldo, prev, lanc, produção por grupos, produtos dos planos, produto pai salva. Documentos: Relatório Plano Mestre de Produção por Plano e Produto – MPSP74 – MPSP75; Relatório Plano Mestre de Produção por Plano e Produto – MPSP74 – MPSP75_Exemplo; Relatório Plano Mestre de Produção por Plano, Produto e Cliente – MPSP74 – MPSP77."
FATU149;;Controle de Medições com Integração com a Medidora;Programa;FATU149 – Controle de Medições com Integração com a Medidora. Tipo: Programa. Termos frequentes: lendo os seguintes, pruebas adoc etiquetas, sds, barras, barras do meio, fizemos o ajuste. Documentos: Controle de Medições com Integração com a Medidora – FATU149.
ADMI16;;Mercado;Programa;ADMI16 – Mercado. Tipo: Programa.
FATU17;;Rótulos;Relatório;"FATU17 – Rótulos. Tipo: Relatório. Variações no menu: Relatório Rótulos; FATU17_PEGADA; Rótulo Unidade Armazemamento; Rótulos - PEGADA."
PEDI52;;Pedido de Venda- PEDI52;Programa;"PEDI52 – Pedido de Venda- PEDI52. Tipo: Programa. Variações no menu: Pedido de Venda- Moveleiro; Pedido de Venda - Calçadista (Openfield); Pedido de Venda - Moveleiro (Openfield); Pedido de Venda- Moveleiro - Relatório Resumido. Termos frequentes: venda com estoque, atualizar o mrp, parametro deve funcionar, inicialização que defina, apenas para pedidos. Documentos: Pedidos de Venda com Estoques – PEDI52."
FATU9;;Devolução de;Programa;"FATU9 – Devolução de. Tipo: Programa. Variações no menu: Devolução de Industrialização - Emissão; Recebimentos de Indutrialização; Devolução de Emprestimo Obtido; Devolução de Compra - Tecnocalza. Termos frequentes: adoc estão testando, alfanumérico, incorrectos en tabla, notas fiscais devoluções. Documentos: Devolução de Compras - FATU9."
ESTO3;;Devoluções;Programa;ESTO3 – Devoluções. Tipo: Programa. Variações no menu: Devoluções - Habilita O.F.. Termos frequentes: estoque lançamentos devoluções, centro de custo. Documentos: Devoluções – ESTO3.
PEDI46;;1=Importação de Pedidos Arezzo;Programa;"PEDI46 – 1=Importação de Pedidos Arezzo. Tipo: Programa. Variações no menu: Importação de Pedidos de Venda. Termos frequentes: venda edi, exec remove dados, integrity constraint, produto interno, automática depois, usuário cria. Documentos: Importação de Pedidos de Venda – PEDI46; Importação de Pedidos de Venda – CSV – PEDI139."
PEDI115;;Relatório Pedidos Prontos para Faturar;Programa;"PEDI115 – Relatório Pedidos Prontos para Faturar. Tipo: Programa. Variações no menu: Relatório Pedidos Prontos para Faturar (Centro de Trabalho); Relatório Pedidos Prontos para Faturar (Localização); Relatório Pedidos Prontos para Faturar (TEA). Termos frequentes: distribuição pedidos relatórios, pronto expedição, parcialmente produzidos, classe de risco, fabricação e faturamento, venda rotina vendas. Documentos: Relatório Pedidos Prontos para Faturar - PEDI115."
CUST8;;Recálculo do Custeio das Ordens de Fabricação;Programa;"CUST8 – Recálculo do Custeio das Ordens de Fabricação. Tipo: Programa. Variações no menu: Recálculo do Custeio das Ordens de Fabricação - 1X; Recálculo do Custeio das Ordens de Fabricação - Planet. Termos frequentes: custos recálculo recálculo, controladoria custos. Documentos: Recálculo do Custeio das Ordens de Fabricação - CUST8."
EPRO57;;Estruturação de Produtos - Contábil Fiscal;Programa;EPRO57 – Estruturação de Produtos - Contábil Fiscal. Tipo: Programa. Documentos: Estruturação de Produto – EPRO57.
ESTO20;;Registro Controle Produção e Estoque;Relatório;ESTO20 – Registro Controle Produção e Estoque. Tipo: Relatório.
EPRO14;;Componente;Programa;EPRO14 – Componente. Tipo: Programa.
ADMI125;;Parâmetros de Inicialização;Programa;ADMI125 – Parâmetros de Inicialização. Tipo: Programa.
CFAB65;;Apontamento de Rótulos;Programa;"CFAB65 – Apontamento de Rótulos. Tipo: Programa. Variações no menu: Apontamento de Rótulos Novo - Proc 330; Apontamento de Rótulos - PROC 160066; Apontamento de Rótulos - PROC 247 LOCAL 9886; Apontamento de Rótulos - Processo 79 Localização 11. Termos frequentes: fábrica lançamentos. Documentos: Apontamento de Rótulos com Consulta - CFAB65."
CFAB17;;Emissão Cartão Componente;Programa;"CFAB17 – Emissão Cartão Componente. Tipo: Programa. Variações no menu: Emissão Cartão Componente - PEGADA; 2 Emissão Cartão Componente - (AW); Emissão Cartão Componente - KDR; Emissão Cartão Componente - MALU."
CFAB11;;Emissão Ordem de Fabricação;Relatório;"CFAB11 – Emissão Ordem de Fabricação. Tipo: Relatório. Variações no menu: Emissão Ordem de Fabricação 2 por página; Emissão Ordem de Fabricação Kildare; Geração Ordem de Fabricação Medição; Emissão Ordem de Fabricação (B)."
PEDI118;;Posição de Pedidos;Programa;"PEDI118 – Posição de Pedidos. Tipo: Programa. Variações no menu: Posição de Pedidos Detalhado (Novo); Posição de Pedidos (Novo). Termos frequentes: posição pedidos venda. Documentos: Posição de Pedidos Detalhado, novo - PEDI118."
VEND113;;Controle de Flexibilidade de Vendas;Programa;VEND113 – Controle de Flexibilidade de Vendas. Tipo: Programa. Termos frequentes: distribuição pedidos representantes, saldo flex, controle flex, flex do representante, vendas alteração, mês o saldo. Documentos: Controle de Flexibilidade de Vendas - VEND113.
ESTO40;;Registro Produtos;Programa;"ESTO40 – Registro Produtos. Tipo: Programa. Variações no menu: Registro Produtos em Fabricação; Registro Produtos Prontos. Termos frequentes: produtos em fabricação. Documentos: Registro Produtos em Fabricação – ESTO40."
PEDI26;;Relatório Pedidos para Encaixotamento;Programa;"PEDI26 – Relatório Pedidos para Encaixotamento. Tipo: Programa. Variações no menu: Relatório Pedidos para Encaixotamento p/ O.F.; Relatório Pedidos para Encaixotamento - H. Kuntzler. Termos frequentes: totalização da qtde. Documentos: Relatório Pedidos para Encaixotamento - PEDI26 - PEDI62."
COMP50;;Plano de Necessidades de Compras Por Estabelecimento;Programa;"COMP50 – Plano de Necessidades de Compras Por Estabelecimento. Tipo: Programa. Variações no menu: Plano de Necessidades de Compras Por Estabelecimento - Gera Neces Estab Fat; Plano necessidade PEGADA. Termos frequentes: plano de necessidade. Documentos: Plano Necessidades de Compras por Estabelecimento - COMP50."
ADMI260;;Cadastro de Usuários;Programa;"ADMI260 – Cadastro de Usuários. Tipo: Programa. Documentos: Cadastro de Usuários – ADMI260; ADMI260 campo “Dias Val. Senha” com valor “errado” gera erro ao tentar acessar no B2B."
ADMI265;;Configuração de Email;Programa;ADMI265 – Configuração de Email. Tipo: Programa. Documentos: Configuração de Email - ADMI265.
ADMI53;;Exercício Fiscal / Período de Lançamentos;Programa;ADMI53 – Exercício Fiscal / Período de Lançamentos. Tipo: Programa. Documentos: Exercício Fiscal - Período de Lançamentos – ADMI53.
CEXC101;;Gerar Requisição Informada;Programa;CEXC101 – Gerar Requisição Informada. Tipo: Programa. Variações no menu: Baixa de estoque NFS Emitida sem estoque. Termos frequentes: producto que todavia, termina de producir, buenos días cesar, baja, gracias y saludos, baixa de estoque. Documentos: Baixa de Estoque de NF Emitida sem Estoque - CEXC101 - CEXC1094.
